0, -10.6405, -1.6465, 4.36401
1, -10.6405, -1.64661, 4.36424
2, -10.6405, -1.64662, 4.36433
3, -10.6406, -1.64664, 4.3645
4, -10.6407, -1.64669, 4.36483
5, -10.6407, -1.64665, 4.36501
6, -10.6408, -1.64668, 4.3652
7, -10.6409, -1.64674, 4.36537
8, -10.6409, -1.64676, 4.36563
9, -10.6409, -1.64689, 4.3659
10, -10.6409, -1.64693, 4.36608
11, -10.6411, -1.64694, 4.36661
12, -10.6412, -1.64689, 4.36677
13, -10.6413, -1.64696, 4.36703
14, -10.6414, -1.64701, 4.36744
15, -10.6415, -1.64697, 4.36762
16, -10.6416, -1.64717, 4.36799
17, -10.6419, -1.64725, 4.36846
18, -10.642, -1.64721, 4.3687
19, -10.6422, -1.64736, 4.36928
20, -10.6423, -1.64756, 4.36976
21, -10.6425, -1.64751, 4.37025
22, -10.6427, -1.64756, 4.37069
23, -10.6429, -1.64766, 4.37136
24, -10.6431, -1.64781, 4.37194
25, -10.6433, -1.64784, 4.37255
26, -10.6435, -1.64792, 4.37316
27, -10.6437, -1.64803, 4.37376
28, -10.644, -1.64808, 4.37458
29, -10.6442, -1.64827, 4.37522
30, -10.6444, -1.64825, 4.376
31, -10.6446, -1.64846, 4.37672
32, -10.6449, -1.64846, 4.37744
33, -10.6452, -1.64897, 4.37854
34, -10.6454, -1.64874, 4.37928
35, -10.6458, -1.64906, 4.38017
36, -10.646, -1.64923, 4.38117
37, -10.6466, -1.64955, 4.38234
38, -10.6467, -1.64942, 4.38316
39, -10.6472, -1.64981, 4.3843
40, -10.6483, -1.64989, 4.38656
41, -10.6486, -1.65003, 4.38767
42, -10.6489, -1.65001, 4.38932
43, -10.6496, -1.65025, 4.39046
44, -10.65, -1.65044, 4.39193
45, -10.6504, -1.65041, 4.39286
46, -10.6512, -1.65069, 4.39481
47, -10.6516, -1.65056, 4.39649
48, -10.652, -1.65123, 4.39792
49, -10.6526, -1.65138, 4.39939
50, -10.6532, -1.65128, 4.401
51, -10.6535, -1.65194, 4.40234
52, -10.6542, -1.65231, 4.40419
53, -10.6551, -1.65199, 4.40631
54, -10.6556, -1.65252, 4.4082
55, -10.6566, -1.65316, 4.41088
56, -10.657, -1.65331, 4.4126
57, -10.6575, -1.65353, 4.4142
58, -10.6585, -1.65394, 4.41703
59, -10.6592, -1.65418, 4.41909
60, -10.6597, -1.65429, 4.42156
61, -10.6607, -1.65461, 4.42375
62, -10.6615, -1.65529, 4.42603
63, -10.6622, -1.65553, 4.42851
64, -10.6632, -1.65557, 4.43102
65, -10.664, -1.65606, 4.43391
66, -10.6649, -1.65671, 4.43651
67, -10.6655, -1.65699, 4.43919
68, -10.6665, -1.65741, 4.44204
69, -10.6676, -1.65777, 4.44479
70, -10.6686, -1.65797, 4.44827
71, -10.6695, -1.65869, 4.45092
72, -10.6704, -1.65903, 4.45342
73, -10.6717, -1.65955, 4.45651
74, -10.6726, -1.65974, 4.45977
75, -10.674, -1.66045, 4.4633
76, -10.6747, -1.66067, 4.46638
77, -10.6762, -1.66117, 4.46954
78, -10.6772, -1.66187, 4.4735
79, -10.6785, -1.66251, 4.47667
80, -10.6797, -1.6629, 4.48072
81, -10.6809, -1.66322, 4.48421
82, -10.6821, -1.66399, 4.4886
83, -10.6836, -1.66444, 4.49187
84, -10.6847, -1.66492, 4.49583
85, -10.6859, -1.66566, 4.49971
86, -10.6874, -1.66616, 4.50411
87, -10.6886, -1.66657, 4.50782
88, -10.6902, -1.66741, 4.51248
89, -10.6912, -1.66815, 4.51632
90, -10.6928, -1.66874, 4.52031
91, -10.6943, -1.66911, 4.5249
92, -10.6961, -1.66968, 4.52939
93, -10.6972, -1.67062, 4.53369
94, -10.6986, -1.67115, 4.5379
95, -10.7004, -1.67164, 4.54282
96, -10.7022, -1.67212, 4.5479
97, -10.7034, -1.67304, 4.55228
98, -10.7052, -1.67356, 4.55701
99, -10.7069, -1.67435, 4.56227
100, -10.7083, -1.67504, 4.56601
101, -10.7102, -1.67586, 4.57163
102, -10.7119, -1.67657, 4.57699
103, -10.7136, -1.67741, 4.58192
104, -10.7153, -1.67814, 4.58717
105, -10.7171, -1.67884, 4.5925
106, -10.7187, -1.67965, 4.59749
107, -10.7205, -1.68029, 4.60228
108, -10.7222, -1.68121, 4.60785
109, -10.7244, -1.6822, 4.61319
110, -10.7262, -1.68296, 4.61916
111, -10.7279, -1.68342, 4.62459
112, -10.7298, -1.68451, 4.6306
113, -10.7317, -1.68535, 4.63579
114, -10.7335, -1.68612, 4.64211
115, -10.7357, -1.68701, 4.64805
116, -10.738, -1.68762, 4.65384
117, -10.7396, -1.68856, 4.65926
118, -10.7418, -1.68961, 4.66534
119, -10.7436, -1.69051, 4.67126
120, -10.7456, -1.69137, 4.67739
121, -10.7477, -1.69216, 4.68386
122, -10.7499, -1.69325, 4.68992
123, -10.752, -1.69428, 4.69621
124, -10.7542, -1.69529, 4.70289
125, -10.7563, -1.69616, 4.70937
126, -10.7583, -1.69708, 4.71547
127, -10.7604, -1.69811, 4.72206
128, -10.7626, -1.69905, 4.72863
129, -10.7649, -1.69984, 4.7352
130, -10.7671, -1.70106, 4.7421
131, -10.7695, -1.70198, 4.74882
132, -10.7717, -1.70281, 4.75585
133, -10.7741, -1.70393, 4.76255
134, -10.774, -1.7039, 4.76255
135, -10.7741, -1.7039, 4.76255
136, -10.774, -1.70391, 4.76257
137, -10.7859, -1.70937, 4.79758
138, -10.786, -1.70942, 4.79779
139, -10.7885, -1.71029, 4.80492
140, -10.7909, -1.71136, 4.81201
141, -10.7935, -1.71258, 4.81975
142, -10.796, -1.71349, 4.8269
143, -10.7984, -1.71458, 4.83471
144, -10.8008, -1.71578, 4.84216
145, -10.8035, -1.71685, 4.84952
146, -10.8058, -1.71796, 4.85722
147, -10.8084, -1.71903, 4.86474
148, -10.8111, -1.72015, 4.87281
149, -10.8136, -1.72147, 4.88053
150, -10.8162, -1.72254, 4.88835
151, -10.8187, -1.72376, 4.89627
152, -10.8215, -1.72482, 4.90433
153, -10.8242, -1.72633, 4.91231
154, -10.8269, -1.72734, 4.92043
155, -10.8297, -1.72854, 4.92886
156, -10.8326, -1.72974, 4.93706
157, -10.8353, -1.73102, 4.94505
158, -10.838, -1.73235, 4.9536
159, -10.8408, -1.73355, 4.9619
160, -10.8438, -1.73474, 4.97034
161, -10.8467, -1.73604, 4.97872
162, -10.8495, -1.73735, 4.98727
163, -10.8523, -1.73861, 4.99564
164, -10.8554, -1.73989, 5.00463
165, -10.8583, -1.74121, 5.01312
166, -10.8612, -1.74237, 5.02193
167, -10.8644, -1.7437, 5.03095
